Deviazione_Standard_Pitch,Deviazione_Standard_Roll,Deviazione_Standard_AccelerometerX,Deviazione_Standard_AccelerometerY,Deviazione_Standard_AccelerometerZ,Deviazione_Standard_GyroscopeX,Deviazione_Standard_GyroscopeY,Deviazione_Standard_GyroscopeZ,Massima_Ampiezza_Pitch,Massima_Ampiezza_Roll,Massima_Ampiezza_AccelerometerX,Massima_Ampiezza_AccelerometerY,Massima_Ampiezza_AccelerometerZ,Massima_Ampiezza_GyroscopeX,Massima_Ampiezza_GyroscopeY,Massima_Ampiezza_GyroscopeZ,Minima_Ampiezza_Pitch,Minima_Ampiezza_Roll,Minima_Ampiezza_AccelerometerX,Minima_Ampiezza_AccelerometerY,Minima_Ampiezza_AccelerometerZ,Minima_Ampiezza_GyroscopeX,Minima_Ampiezza_GyroscopeY,Minima_Ampiezza_GyroscopeZ,Ampiezza_Media_Pitch,Ampiezza_Media_Roll,Ampiezza_Media_AccelerometerX,Ampiezza_Media_AccelerometerY,Ampiezza_Media_AccelerometerZ,Ampiezza_Media_GyroscopeX,Ampiezza_Media_GyroscopeY,Ampiezza_Media_GyroscopeZ,TF1,TF2,TF3,TF4,TF5,TF6,rappA/G1,rappA/G2,rappA/G3
1.0559041839715586,1.0680875396999587,306.6871576432841,61.79279283404462,160.65092936403337,122.88651912603991,490.9751801646275,93.92759413345202,7.64,-82.09,2214.0,-16352.0,-420.0,66.0,1835.0,362.0,2.64,-86.83,762.0,-16666.0,-1116.0,-532.0,-207.0,-79.0,5.58485,-83.77674999999999,1615.82,-16509.55,-807.75,-230.83,541.66,79.845,1680.0,-16507.999999999996,-888.0,28.0,1299.0000000000002,281.0,-7.000043321925226,-30.47954436362294,-10.116475671613752
0.7575024934864512,0.8649329352106213,221.73844681058324,67.27159383189473,193.70766945588434,200.0380993233652,329.86813811387356,156.52093595413936,6.44,-82.63,1870.0,-16268.0,-266.0,123.0,840.0,291.0,2.87,-86.79,830.0,-16690.0,-1168.0,-897.0,-533.0,-355.0,5.00485,-84.49625000000002,1446.53,-16505.6,-675.39,-122.245,294.08,96.325,1672.000000000001,-16456.000000000004,-833.9999999999999,8.185452315956354e-14,582.0000000000001,209.99999999999997,-11.8330402061434,-56.126224156692054,-7.011575395795484
1.0315782597700238,1.0079053556907764,299.7505153578329,86.71167495132545,122.20937466610901,168.8104434092278,644.0873466000177,130.24545584719732,8.59,-80.59,2486.0,-16300.0,-606.0,-54.0,1197.0,270.0,3.35,-86.1,976.0,-16816.0,-1366.0,-901.0,-1406.0,-351.0,5.897249999999999,-83.04459999999999,1708.02,-16506.8,-1081.62,-239.595,269.55,71.725,976.0,-16672.000000000004,-606.0000000000002,-901.0,-352.99999999999994,-351.0,-7.128779815939398,-61.23836023001298,-15.08009759498083
0.5336223044617753,0.5452233786837433,158.02957550303154,89.94055825988909,131.59670231545132,83.48947139712202,162.7156380602268,59.297386114397995,6.75,-82.95,1968.0,-16194.0,-556.0,73.0,698.0,238.0,3.75,-85.46,1078.0,-16742.0,-1196.0,-299.0,42.0,-25.0,5.206,-84.05590000000001,1506.0,-16511.15,-845.42,-82.525,434.805,126.97,1405.9999999999993,-16412.0,-1150.0,-48.00000000000002,688.0,132.00000000000003,-18.249015449863677,-37.97368935499822,-6.658423249586516
0.4450096718501756,0.44117818503953005,129.11517627187982,60.66878114009812,77.68504638706735,37.87806109825071,128.90591169667806,38.54018460186366,6.36,-82.95,1848.0,-16372.0,-574.0,-65.0,793.0,156.0,3.89,-85.33,1130.0,-16698.0,-1004.0,-249.0,201.0,1.0,5.121600000000001,-84.256,1481.43,-16519.15,-775.78,-163.285,443.36,80.03,1554.0,-16480.0,-653.9999999999999,-84.00000000000004,201.00000000000014,73.99999999999999,-9.072664359861593,-37.25899945867918,-9.693614894414594
0.24196232939079818,0.24465522351251784,69.98761986718341,41.61703241384077,56.13511965152882,29.991219820668487,73.15006878201872,23.58551158622428,5.82,-83.46,1682.0,-16406.0,-602.0,-102.0,535.0,134.0,4.54,-84.82,1318.0,-16610.0,-936.0,-262.0,174.0,-5.0,5.201400000000001,-84.15355,1504.62,-16516.95,-797.29,-169.71,323.61,70.005,1388.0000000000007,-16537.999999999996,-602.0000000000001,-217.0,311.0,41.00000000000002,-8.865829945200636,-51.03967738945026,-11.389043639740018
0.25387152509937266,0.24343529678046472,73.64054419098028,45.077343917686264,48.9013980747825,26.87957697381894,85.33586260908237,29.63467300681932,5.9,-83.47,1706.0,-16392.0,-676.0,-121.0,530.0,132.0,4.56,-84.67,1314.0,-16670.0,-954.0,-253.0,95.0,-27.0,5.19245,-84.1334,1502.07,-16517.27,-814.5,-183.53,340.54,64.585,1498.0,-16483.999999999993,-818.0,-169.99999999999997,418.99999999999983,77.0,-8.184329537405329,-48.50317143360545,-12.611287450646437
0.32726040758371505,0.35220260272580944,94.87688875643268,45.60926358343353,87.83569860682354,37.955938154734504,82.54971868683975,25.95233309289984,6.14,-83.15,1778.0,-16368.0,-594.0,-54.0,507.0,156.0,4.49,-84.86,1296.0,-16624.0,-1070.0,-221.0,102.0,20.0,5.29535,-83.97840000000001,1532.29,-16518.81,-851.84,-119.505,305.035,101.655,1439.9999999999998,-16528.000000000004,-898.0000000000003,-180.00000000000003,137.99999999999997,99.00000000000004,-12.82197397598427,-54.15381841428033,-8.379715705080912
0.450333388506804,0.39186320810883307,131.27735761781457,38.37931682298416,66.24528503180225,46.96516831840251,127.50729765301227,43.91875751096031,6.11,-83.55,1766.0,-16418.0,-550.0,-69.0,618.0,138.0,3.84,-85.54,1110.0,-16624.0,-884.0,-258.0,-62.0,-57.0,5.022200000000001,-84.4549,1452.29,-16517.77,-703.38,-153.96,305.36,53.955,1649.9999999999993,-16496.000000000004,-646.0,-69.99999999999999,384.99999999999994,133.0,-9.432904650558585,-54.092775740110035,-13.036419238254101
0.3641077722999692,0.36695363789150415,104.83610132346357,46.764001745963554,82.2066986719006,56.044826818050986,126.36226298835301,48.90392488693248,6.17,-82.99,1782.0,-16380.0,-588.0,-30.0,596.0,228.0,4.17,-85.34,1208.0,-16620.0,-988.0,-274.0,136.0,9.0,5.35095,-84.02555000000001,1547.93,-16517.55,-792.78,-152.35,312.34,107.71,1646.0000000000002,-16453.999999999993,-762.0000000000001,-187.99999999999997,305.99999999999994,63.99999999999999,-10.160354446997047,-52.883236216943075,-7.360319376102497
