Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-2.76, -83.79, -686, -14172, 1392 , 1108, -11172, 8904
-4.01, -83.32, -988, -14026, 1324 , 915, -11369, 8601
-5.91, -82.34, -1438, -13858, 1202 , 816, -11614, 8304
-9.18, -79.95, -2232, -13774, 1014 , 837, -11765, 7815
-6.15, -81.56, -1462, -13514, 1386 , 973, -11995, 7463
-4.35, -80.85, -1016, -13234, 1886 , 1136, -11637, 7150
-4.33, -77.76, -1012, -13106, 2668 , 1266, -11200, 6798
-5.58, -74.08, -1314, -12992, 3476 , 1231, -10637, 6439
-6.96, -71.71, -1636, -12822, 3920 , 1141, -10212, 5976
-6.71, -71.55, -1562, -12678, 3940 , 1019, -9833, 5591
-6.65, -71.26, -1540, -12594, 3994 , 925, -9303, 5195
-6.50, -71.87, -1494, -12538, 3832 , 870, -8782, 4748
-6.41, -72.48, -1464, -12504, 3674 , 796, -8273, 4343
-6.85, -73.28, -1550, -12446, 3412 , 720, -7818, 3883
-7.52, -74.67, -1696, -12508, 2990 , 703, -7539, 3350
-8.39, -75.42, -1890, -12538, 2668 , 710, -7288, 2842
-8.83, -76.16, -1988, -12574, 2386 , 759, -6962, 2316
-10.70, -75.01, -2400, -12486, 2340 , 828, -6741, 1669
-11.91, -73.62, -2668, -12406, 2500 , 893, -6557, 1101
-13.05, -72.02, -2918, -12296, 2734 , 940, -6313, 578
-14.63, -69.69, -3310, -12290, 3134 , 928, -6184, 23
-14.93, -67.91, -3420, -12306, 3650 , 769, -6042, -376
-14.67, -66.29, -3378, -12216, 4180 , 513, -5876, -744
-14.70, -63.87, -3388, -11990, 4818 , 74, -5697, -1185
-14.95, -61.97, -3454, -11820, 5270 , -522, -5515, -1598
-14.85, -60.26, -3394, -11502, 5636 , -1139, -5199, -2019
-15.40, -58.59, -3514, -11296, 5944 , -1795, -4890, -2540
-16.24, -57.50, -3704, -11170, 6084 , -2595, -4519, -3049
-17.22, -57.23, -3902, -11086, 5984 , -3282, -4247, -3630
-17.56, -57.26, -4016, -11200, 5986 , -4094, -4047, -4100
-17.71, -57.48, -4138, -11474, 6044 , -4772, -3833, -4582
-16.50, -58.06, -3928, -11736, 6184 , -5536, -3601, -5062
-16.29, -59.14, -3952, -12094, 6062 , -6139, -3285, -5399
-15.56, -59.64, -3854, -12398, 6164 , -6754, -2951, -5686
-15.22, -59.51, -3910, -12836, 6480 , -7246, -2647, -5867
-15.51, -59.44, -4138, -13330, 6708 , -7657, -2548, -5979
-15.63, -59.45, -4428, -14154, 7094 , -8083, -2571, -5981
-16.45, -59.72, -4898, -14940, 7232 , -8359, -2581, -5848
-16.46, -61.49, -5170, -16040, 7026 , -8597, -2391, -5637
-16.15, -64.02, -5346, -17282, 6522 , -8737, -1776, -5323
-15.91, -66.28, -5496, -18360, 5922 , -8764, -1123, -4811
-15.36, -68.44, -5560, -19532, 5370 , -8616, -755, -4281
-14.76, -69.46, -5582, -20520, 5308 , -8260, -1097, -3554
-14.08, -70.63, -5536, -21478, 5156 , -7480, -1873, -2905
-11.88, -72.25, -4746, -21956, 5204 , -6407, -2647, -1999
-11.10, -70.75, -4430, -21730, 6180 , -4955, -3373, -1018
