Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-12.41,-70.75,-3264,-14346,3814,-2500,-2596,-3507
-14.08,-72.3,-3734,-14624,2818,-2699,-3495,-3369
-15.33,-72.0,-4176,-15024,2550,-2687,-4366,-3256
-16.05,-71.06,-4428,-15156,2748,-2633,-5151,-3167
-17.38,-68.96,-4802,-15010,3226,-2648,-5682,-3077
-18.03,-66.99,-4824,-14348,3740,-2915,-6295,-2989
-17.98,-65.71,-4702,-13888,4160,-3258,-6727,-2847
-17.4,-66.35,-4420,-13542,3970,-3654,-7189,-2701
-15.06,-69.69,-3718,-13424,3308,-3841,-7641,-2544
-10.76,-74.46,-2594,-13390,2684,-3832,-7925,-2227
-6.26,-76.85,-1550,-13856,2854,-3702,-8084,-1913
-2.46,-73.74,-640,-14348,4146,-3694,-8204,-1549
0.23,-72.41,64,-15260,4848,-3875,-8237,-1345
2.27,-73.05,686,-16582,5020,-3970,-8301,-1322
5.74,-75.03,1878,-18146,4486,-3690,-8390,-1379
8.91,-75.35,3124,-19528,4056,-2951,-7862,-1424
11.68,-72.07,4308,-20250,4958,-2312,-5446,-1404
12.93,-70.0,4962,-20852,5760,-2105,-1845,-1320
12.03,-71.39,4722,-21472,5498,-2101,2558,-1346
11.46,-73.97,4528,-21916,4396,-2080,5406,-1522
12.93,-75.05,5034,-21750,2928,-1785,7924,-1582
16.37,-73.31,6210,-21108,1288,-1467,10207,-1256
18.65,-71.36,6718,-19912,412,-1113,12558,-714
18.98,-70.57,6510,-18884,1480,-1010,14695,47
14.36,-72.72,4666,-17964,3098,-1395,15296,837
5.82,-77.33,1772,-17066,3416,-1912,15112,1148
-4.62,-80.1,-1342,-16420,2546,-2238,15262,1129
-14.74,-74.25,-4260,-16120,1622,-2601,15049,896
-23.96,-66.05,-7326,-16492,386,-2991,13618,361
-28.76,-61.22,-9736,-17740,-622,-3409,11436,-453
-27.92,-61.84,-10332,-19458,-1408,-3687,8765,-1116
-24.49,-64.76,-9308,-20316,-2318,-3759,5771,-1645
