Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-0.31, -85.80, -96, -17500, 1294 , -7208, -20285, 1543
5.68, -83.85, 1732, -17394, 746 , -6668, -18772, 1761
12.10, -77.85, 3808, -17762, -458 , -5702, -17664, 1930
15.68, -73.66, 5186, -18418, -1550 , -4062, -15886, 1965
17.11, -70.80, 5910, -18976, -2990 , -2472, -13105, 2015
16.23, -69.75, 5586, -18758, -4104 , -584, -10668, 2285
14.59, -71.70, 4874, -18380, -3654 , 956, -7823, 2524
13.68, -76.25, 4190, -17212, -538 , 2320, -5003, 2704
11.52, -68.77, 3368, -15722, 5110 , 2122, -2232, 2666
7.24, -55.54, 2238, -14636, 9802 , 300, -575, 2115
6.85, -53.69, 2088, -14106, 10162 , -3005, -435, 808
6.93, -61.53, 1954, -14236, 7478 , -5875, -1994, -778
3.65, -80.73, 974, -15100, 2276 , -7794, -4827, -2977
-2.98, -80.40, -870, -16498, -2664 , -8254, -6532, -5860
-6.53, -69.78, -2296, -18952, -6606 , -7302, -6823, -7760
-9.78, -69.51, -4012, -22130, -7250 , -6093, -6266, -8558
-15.90, -71.50, -7360, -25478, -4334 , -5239, -6920, -8120
-20.96, -68.73, -10298, -26840, -1870 , -4896, -8714, -6962
-23.10, -66.90, -10348, -24266, 652 , -4195, -11350, -5122
-21.79, -66.56, -7282, -18002, 2846 , -3670, -15391, -3606
-8.90, -70.08, -2170, -13194, 4272 , -3702, -16522, -2182
2.18, -72.16, 434, -10840, 3470 , -3966, -15298, -1209
3.49, -82.47, 688, -11194, 1320 , -3870, -13638, -619
-2.50, -86.53, -548, -12560, -544 , -3381, -13376, -567
-7.48, -81.78, -1820, -13848, -856 , -3191, -13043, -1000
-11.94, -78.02, -3032, -14346, -366 , -3776, -11188, -1685
-16.10, -73.57, -4156, -14382, -900 , -4812, -9365, -2433
-19.19, -70.40, -5018, -14388, -1088 , -5425, -8930, -2796
-22.43, -67.21, -5984, -14462, -1116 , -5628, -9330, -2873
-23.28, -66.68, -6444, -14976, -540 , -5637, -9837, -2644
-22.90, -67.00, -6458, -15282, -724 , -5591, -10112, -2115
-21.44, -68.24, -6186, -15724, -1124 , -5251, -10035, -1529
-18.78, -71.19, -5406, -15902, -484 , -4910, -10076, -929
-15.23, -74.71, -4422, -16244, -530 , -4513, -10299, -418
-13.68, -75.76, -4020, -16486, -1202 , -3928, -10372, -212
-13.15, -76.07, -3902, -16658, -1398 , -3211, -10135, -178
-12.48, -76.48, -3702, -16660, -1558 , -2730, -9545, -237
-12.39, -76.40, -3638, -16488, -1662 , -2447, -8986, -351
-13.50, -75.74, -3908, -16232, -1356 , -2304, -8733, -616
-15.15, -74.39, -4316, -15914, -1118 , -2244, -8835, -894
-15.74, -74.11, -4446, -15770, -692 , -2233, -8815, -1161
-16.75, -73.19, -4698, -15606, -500 , -2400, -8820, -1323
-16.44, -73.56, -4600, -15592, -334 , -2594, -8983, -1415
-15.66, -74.34, -4344, -15502, 338 , -3089, -9157, -1453
-14.27, -75.75, -3968, -15604, 216 , -3510, -9230, -1454
-12.99, -76.82, -3680, -15942, -690 , -3584, -9153, -1430
-12.35, -77.01, -3572, -16278, -1198 , -3470, -9023, -1468
-12.26, -77.05, -3600, -16522, -1254 , -3442, -9040, -1592
-12.40, -76.95, -3668, -16648, -1238 , -3574, -9035, -1754
-11.98, -77.58, -3532, -16630, -1014 , -3670, -8716, -1940
-13.01, -76.62, -3846, -16628, -976 , -3707, -8477, -2172
-14.38, -75.31, -4280, -16678, -944 , -3564, -8260, -2435
-15.42, -74.29, -4598, -16652, -948 , -3383, -8095, -2676
-14.73, -75.08, -4358, -16572, -786 , -3208, -8000, -2867
-14.19, -75.50, -4158, -16426, -920 , -3106, -7864, -2912
-14.18, -75.01, -4132, -16302, -1446 , -3008, -7825, -2894
-15.02, -73.44, -4358, -16120, -2022 , -2717, -7834, -2860
-16.08, -72.58, -4698, -16190, -1966 , -2399, -8035, -2824
-18.50, -70.31, -5468, -16232, -1996 , -2243, -8348, -2853
-20.72, -68.12, -6224, -16326, -2096 , -2077, -8788, -2923
-21.59, -67.03, -6520, -16316, -2340 , -1920, -9289, -2929
-22.26, -66.33, -6752, -16326, -2410 , -1747, -10217, -2915
-22.49, -65.78, -6822, -16270, -2684 , -1524, -11195, -2888
-22.09, -65.51, -6598, -15972, -3092 , -1303, -12211, -2876
-21.35, -66.50, -6258, -15768, -2824 , -1144, -13319, -2795
-21.30, -66.61, -6126, -15484, -2730 , -1019, -14406, -2725
-20.62, -67.38, -5942, -15580, -2640 , -945, -15524, -2595
-19.90, -68.23, -5742, -15672, -2516 , -967, -16368, -2402
-18.82, -69.59, -5418, -15746, -2256 , -1099, -17169, -2128
-16.57, -72.00, -4782, -15950, -2024 , -1438, -17750, -1662
-14.08, -74.47, -4072, -16136, -1904 , -1768, -18331, -1218
-11.85, -76.40, -3478, -16472, -1970 , -2091, -18831, -650
-9.26, -79.01, -2786, -17004, -1796 , -2239, -19423, -151
-6.21, -81.57, -1892, -17300, -1750 , -2279, -19692, 465
-3.27, -83.13, -1018, -17712, -1890 , -2110, -19407, 1099
0.22, -85.59, 68, -17808, -1386 , -1864, -18602, 1796
1.93, -86.06, 594, -17606, -1074 , -1568, -18003, 2502
2.96, -84.61, 914, -17626, -1406 , -1107, -17518, 2858
2.86, -81.97, 900, -17890, -2372 , -246, -17154, 3013
2.89, -80.23, 922, -18026, -2976 , 1116, -16691, 3078
3.44, -79.72, 1092, -17902, -3072 , 2232, -15861, 3289
4.05, -80.81, 1246, -17418, -2542 , 3041, -14814, 3693
2.99, -82.31, 870, -16524, -2068 , 3363, -14106, 4154
1.45, -82.62, 410, -16054, -2052 , 3500, -13822, 4665
-0.55, -82.04, -152, -15730, -2206 , 3617, -13933, 5183
-1.78, -80.73, -496, -15798, -2542 , 3915, -14594, 5513
-3.54, -81.07, -990, -15842, -2298 , 4124, -15041, 5727
-5.27, -81.03, -1482, -15950, -2048 , 4199, -15419, 5764
-8.62, -78.52, -2542, -16622, -2240 , 4244, -15803, 5525
-10.20, -78.67, -2894, -16034, -1422 , 4074, -16085, 5349
-11.85, -74.79, -3716, -17474, -2978 , 3975, -16172, 5258
-13.75, -71.78, -4828, -19300, -4152 , 5213, -17901, 5463
-17.61, -71.26, -6638, -20780, -2412 , 6458, -18953, 5251
