Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
3.00, -81.24, 868, -16390, 2384 , 1314, 20276, -5983
1.79, -81.95, 516, -16342, 2266 , 1381, 20964, -5743
0.36, -83.17, 102, -16178, 1946 , 1252, 21578, -5498
-2.30, -83.53, -642, -15902, 1698 , 1020, 22091, -5252
-5.75, -82.73, -1582, -15672, 1240 , 734, 22376, -4986
-8.76, -80.24, -2362, -15292, 1180 , 479, 22645, -4821
-11.34, -77.09, -3048, -15118, 1672 , 229, 22693, -4693
-12.90, -74.23, -3450, -14872, 2416 , -131, 22536, -4606
-12.54, -74.27, -3302, -14642, 2488 , -481, 22338, -4571
-11.71, -76.08, -3044, -14566, 1962 , -731, 22237, -4568
-11.64, -76.71, -2954, -14256, 1636 , -866, 22316, -4682
-10.68, -76.25, -2702, -14166, 2188 , -1019, 22407, -4799
-10.38, -73.58, -2724, -14510, 3308 , -1564, 22235, -4936
-11.59, -72.37, -3170, -15038, 3592 , -2275, 21924, -5123
-13.89, -71.49, -4108, -16232, 3574 , -2891, 21184, -5271
-15.01, -71.47, -4980, -18242, 3570 , -3056, 20055, -5188
-16.14, -70.16, -6442, -21804, 4544 , -2982, 19011, -4850
-18.60, -68.63, -9036, -26394, 5040 , -2957, 17132, -4586
-23.57, -66.00, -12094, -27634, 2364 , -2460, 15199, -4020
-27.40, -62.61, -12840, -24780, -668 , -1005, 12778, -2878
-28.70, -61.35, -11488, -20996, 42 , 1328, 10965, -511
-29.46, -59.11, -9676, -16886, 2948 , 2588, 9608, 2026
-27.16, -55.72, -7782, -14088, 5644 , 2174, 9215, 4100
-20.47, -60.47, -4842, -12048, 4822 , -120, 9538, 5168
-11.03, -74.98, -2164, -10924, 1990 , -1854, 8327, 4920
1.06, -88.74, 208, -11236, -150 , -2055, 6028, 3593
7.41, -82.59, 1594, -12264, 174 , -985, 4359, 1923
11.49, -76.45, 2706, -13208, 1692 , -281, 4494, 496
10.56, -76.97, 2744, -14596, 1988 , -366, 6003, -450
6.82, -83.12, 1954, -16332, 342 , -825, 7807, -860
5.21, -84.09, 1622, -17792, -898 , -1224, 8969, -549
4.40, -83.98, 1444, -18716, -1366 , -1405, 9177, 35
4.31, -85.38, 1434, -19008, -592 , -1245, 9331, 468
4.03, -84.85, 1326, -18822, -1080 , -589, 9545, 515
3.56, -82.70, 1156, -18480, -2080 , 939, 9892, 278
2.86, -83.00, 928, -18450, -2082 , 2381, 10606, 8
2.23, -86.18, 714, -18344, -1012 , 3290, 11678, -166
1.56, -87.97, 486, -17894, -428 , 3483, 13393, -31
-0.40, -88.23, -120, -17360, -536 , 3149, 15154, 314
-4.36, -84.21, -1268, -16588, -1126 , 2807, 16216, 759
-9.71, -78.80, -2810, -16350, -1632 , 2608, 16071, 1085
-14.84, -74.29, -4336, -16304, -1526 , 2357, 15548, 1060
-18.70, -71.19, -5496, -16230, -690 , 1911, 14931, 783
-20.78, -69.17, -6184, -16292, -572 , 1158, 14611, 308
-20.25, -69.14, -6088, -16440, -1532 , 685, 14305, -14
-18.65, -70.17, -5656, -16644, -2040 , 416, 14220, -212
-16.76, -71.81, -5108, -16834, -2154 , 223, 14167, -270
-15.44, -72.71, -4774, -17122, -2400 , 186, 13937, -326
-14.73, -72.71, -4582, -17216, -2800 , 217, 13586, -497
-13.57, -72.83, -4272, -17398, -3284 , 416, 13574, -714
-12.23, -74.77, -3862, -17592, -2854 , 629, 13661, -939
-10.56, -77.22, -3324, -17692, -2270 , 899, 13704, -1217
-9.69, -78.41, -3032, -17654, -2000 , 1329, 14023, -1475
-9.01, -79.79, -2814, -17686, -1518 , 1652, 14606, -1728
-8.07, -80.65, -2500, -17574, -1480 , 1948, 15017, -1961
-7.73, -80.54, -2354, -17280, -1678 , 2256, 15402, -2049
-9.51, -79.72, -2872, -17106, -1204 , 2524, 15458, -2106
-10.53, -79.19, -3130, -16828, -774 , 2531, 15321, -2132
-10.01, -79.56, -2946, -16680, -914 , 2447, 15382, -2138
-8.91, -79.40, -2570, -16324, -1672 , 2600, 15480, -2100
-6.95, -81.15, -1978, -16162, -1576 , 2803, 15458, -2026
-6.69, -82.25, -1886, -16040, -1120 , 2793, 15604, -1994
-6.66, -82.77, -1884, -16132, -832 , 2671, 15841, -1976
-5.79, -82.52, -1650, -16236, -1368 , 2632, 15905, -1955
-3.54, -82.30, -1020, -16394, -1980 , 2839, 16164, -1888
-2.97, -82.92, -866, -16590, -1884 , 3192, 16301, -1894
-4.07, -82.06, -1202, -16790, -2024 , 3616, 16673, -1968
-5.19, -79.75, -1544, -16802, -2632 , 3979, 17284, -2096
-6.05, -78.17, -1802, -16754, -3024 , 4317, 17725, -2182
-7.64, -76.80, -2264, -16580, -3178 , 4532, 18106, -2242
-9.10, -76.04, -2690, -16518, -3118 , 4643, 18386, -2251
-9.97, -75.23, -2954, -16500, -3208 , 4586, 18720, -2217
-10.05, -75.14, -2966, -16428, -3210 , 4623, 18845, -2123
-10.16, -76.61, -3002, -16560, -2574 , 4707, 18782, -2077
-9.86, -78.11, -2924, -16720, -1984 , 4766, 18996, -2080
-9.51, -79.03, -2848, -16922, -1652 , 4837, 19351, -2063
-8.51, -80.16, -2534, -16888, -1492 , 4942, 19748, -2009
-7.80, -80.90, -2300, -16736, -1402 , 5048, 20120, -1959
-8.74, -79.89, -2570, -16666, -1518 , 5127, 20481, -1983
-10.54, -77.94, -3110, -16638, -1746 , 5274, 20761, -2152
-12.14, -76.60, -3562, -16486, -1682 , 5454, 20933, -2349
-14.53, -74.99, -4196, -16154, -1120 , 5476, 21107, -2616
-17.39, -72.42, -4882, -15574, -798 , 5375, 21079, -2961
-19.09, -70.68, -5258, -15172, -876 , 5271, 20818, -3198
-21.37, -68.17, -5764, -14690, -1230 , 5259, 20430, -3379
-23.39, -65.95, -6166, -14188, -1488 , 5193, 19806, -3395
-24.27, -64.96, -6402, -14112, -1614 , 5090, 19132, -3298
-22.64, -66.70, -6098, -14554, -1494 , 4875, 18164, -3079
-19.48, -69.89, -5456, -15364, -1410 , 4701, 17254, -2742
-16.58, -72.87, -4830, -16184, -1294 , 4703, 16484, -2432
-14.20, -75.36, -4266, -16836, -1112 , 4870, 15756, -2179
-12.30, -77.39, -3776, -17308, -908 , 5242, 15247, -1953
-9.96, -80.00, -3110, -17716, -404 , 5516, 14697, -1787
-8.08, -81.96, -2538, -17878, -34 , 5819, 14140, -1704
-6.79, -83.19, -2124, -17848, 290 , 6015, 13758, -1716
-4.89, -84.85, -1510, -17652, 546 , 6249, 13746, -1858
-3.13, -86.01, -952, -17402, 772 , 6513, 13964, -1983
-1.41, -85.91, -420, -17050, 1158 , 6651, 14457, -2118
-0.22, -84.23, -64, -16724, 1700 , 6646, 15020, -2301
-0.89, -82.53, -258, -16502, 2160 , 6550, 15662, -2516
-2.29, -81.41, -650, -16118, 2358 , 6431, 16378, -2754
-4.37, -81.12, -1234, -16004, 2188 , 6361, 16932, -3040
-6.08, -80.59, -1696, -15802, 2010 , 6425, 17375, -3214
-7.86, -79.52, -2182, -15688, 1930 , 6569, 17563, -3295
-9.87, -78.14, -2694, -15384, 1802 , 6818, 17484, -3335
-11.07, -77.34, -2950, -15000, 1650 , 7063, 17253, -3322
-12.02, -76.76, -3114, -14566, 1456 , 7343, 17142, -3272
-12.23, -76.35, -3098, -14216, 1548 , 7479, 17039, -3221
-12.23, -76.03, -3072, -14072, 1702 , 7553, 16916, -3154
-12.50, -74.70, -3134, -13968, 2202 , 7529, 16779, -3147
-13.15, -73.34, -3324, -14006, 2568 , 7401, 16765, -3215
-13.53, -72.37, -3462, -14104, 2864 , 7135, 16994, -3398
-14.63, -70.64, -3764, -14066, 3220 , 6795, 17716, -3623
-15.17, -69.77, -3880, -13914, 3366 , 6221, 18580, -3924
-15.17, -68.56, -3898, -13866, 3814 , 5587, 19606, -4151
-13.94, -67.74, -3630, -13948, 4418 , 4677, 20302, -4388
-12.78, -67.08, -3370, -14034, 4896 , 3800, 20683, -4498
-10.84, -68.69, -2848, -14112, 4724 , 2840, 20385, -4609
-10.54, -69.96, -2774, -14244, 4406 , 2098, 19291, -4757
