Deviazione_Standard_Pitch,Deviazione_Standard_Roll,Deviazione_Standard_AccelerometerX,Deviazione_Standard_AccelerometerY,Deviazione_Standard_AccelerometerZ,Deviazione_Standard_GyroscopeX,Deviazione_Standard_GyroscopeY,Deviazione_Standard_GyroscopeZ,Massima_Ampiezza_Pitch,Massima_Ampiezza_Roll,Massima_Ampiezza_AccelerometerX,Massima_Ampiezza_AccelerometerY,Massima_Ampiezza_AccelerometerZ,Massima_Ampiezza_GyroscopeX,Massima_Ampiezza_GyroscopeY,Massima_Ampiezza_GyroscopeZ,Minima_Ampiezza_Pitch,Minima_Ampiezza_Roll,Minima_Ampiezza_AccelerometerX,Minima_Ampiezza_AccelerometerY,Minima_Ampiezza_AccelerometerZ,Minima_Ampiezza_GyroscopeX,Minima_Ampiezza_GyroscopeY,Minima_Ampiezza_GyroscopeZ,Ampiezza_Media_Pitch,Ampiezza_Media_Roll,Ampiezza_Media_AccelerometerX,Ampiezza_Media_AccelerometerY,Ampiezza_Media_AccelerometerZ,Ampiezza_Media_GyroscopeX,Ampiezza_Media_GyroscopeY,Ampiezza_Media_GyroscopeZ,TF1,TF2,TF3,TF4,TF5,TF6,rappA/G1,rappA/G2,rappA/G3,Label
10.406452337432594,10.797284094464816,2914.3671666952946,2615.91456683987,3140.709006773173,5302.162493389516,3778.343839680856,6393.296785297824,14.79,-39.22,3688.0,-9064.0,8960.0,14442.0,6976.0,15861.0,-38.32,-87.24,-10134.0,-24918.0,-6708.0,-11275.0,-8707.0,-6836.0,-9.912,-74.09845,-2847.76,-15997.71,1323.49,-299.815,690.7,769.655,-6018.000000000001,-18080.000000000004,4264.0,-6771.0,2467.999999999998,-3863.0,9.49839067424912,-23.1615896916172,1.719588646861256,3
10.23920635223346,8.874814808174703,3083.7601689818543,3513.368924207639,3649.8347122484415,6746.847792864115,5703.544099016165,6810.594385602552,27.39,-41.21,8174.0,-8816.0,10338.0,17528.0,13842.0,15553.0,-29.6,-89.14,-7802.0,-28374.0,-5730.0,-12446.0,-11674.0,-7980.0,-2.6801,-75.7691,-682.29,-16499.78,37.98,-427.775,-332.955,875.315,-3476.0,-15193.999999999998,-5602.0,-8162.0,4224.999999999999,-3652.000000000001,1.594973993337619,49.555585589644245,0.0433900938519275,3
11.248209498610128,13.022225878248332,3225.6569922355025,5080.544616070151,4338.358974654451,7789.181997782107,7272.409585266729,7511.966411707931,24.46,-15.59,7948.0,-2680.0,10334.0,17950.0,13141.0,16805.0,-30.32,-89.1,-9618.0,-32768.0,-11022.0,-16092.0,-11943.0,-7932.0,-3.2454,-73.2401,-845.06,-16291.89,-72.6,-751.58,1141.3,1135.715,-2968.0000000000014,-10636.0,5928.0,-4168.0,-2014.9999999999989,-6889.0,1.1243779770616569,-14.274853237536144,-0.0639244880978062,3
9.442760402424067,9.235937865276936,2849.7974451691234,3743.2464887148935,3730.887373005282,7059.877669758861,6449.997930084199,7754.111558697336,23.62,-48.0,8210.0,-9404.0,9018.0,18265.0,14657.0,17416.0,-22.66,-88.91,-7672.0,-27576.0,-5878.0,-11429.0,-13646.0,-9675.0,-2.08855,-75.9007,-534.33,-16247.19,143.23,-838.96,-298.28,715.16,-3099.9999999999995,-11228.0,3208.0,-1178.999999999999,-5804.000000000001,-3578.0000000000005,0.6368956803661676,54.469592329354974,0.2002768611219866,3
10.07601070606536,9.017503122975024,2961.790764226142,3358.160902283889,3798.874336103728,6066.34774794273,5743.866973548754,6265.240454807604,27.15,-37.94,7892.0,-8094.0,10512.0,17848.0,14559.0,14637.0,-22.08,-85.99,-6456.0,-26780.0,-6478.0,-12771.0,-10726.0,-7569.0,-1.5561,-74.9132,-407.46,-16178.24,293.64,-1332.105,706.185,329.865,7284.0,-16819.999999999996,1284.0,17087.0,2472.9999999999995,13113.0,0.3058767889918587,-22.909350949113904,0.8901823473239052,3
11.227343451699165,11.734546004304372,3763.8709863129,4703.124024128181,4056.531849948703,7280.702475010438,6833.885206452832,7472.146325598541,23.75,-18.07,7612.0,-3272.0,10652.0,19421.0,16490.0,16832.0,-29.98,-87.19,-14178.0,-30722.0,-8484.0,-12817.0,-14299.0,-10827.0,-2.8483500000000004,-73.44185,-898.32,-16285.54,-10.06,-825.195,476.51,555.68,-4138.0,-19254.0,466.00000000000017,9486.000000000002,-9326.0,15839.0,1.088615418173886,-34.17670143333823,-0.0181039447163835,3
7.962123734867898,10.107298631092805,2330.084845674123,1962.96755513497,2846.0346529564863,5435.427579300834,3371.287008673282,4905.933952317079,9.16,-49.68,2518.0,-11816.0,8090.0,16151.0,5555.0,12052.0,-27.83,-88.84,-8364.0,-20870.0,-2902.0,-6600.0,-8042.0,-5744.0,-8.71795,-75.5709,-2530.17,-15974.16,2166.98,-143.005,-416.425,1093.985,-3516.0000000000005,-15838.0,-833.9999999999993,-1947.0,2301.9999999999995,-2274.9999999999995,17.6928778714031,38.36023293510236,1.9808132652641488,3
7.918283707620728,11.147079182976936,2308.469190158177,2242.2949635401646,2863.9672122537163,2037.8854963123915,3600.0181975775413,2199.9123901639778,9.68,-44.59,3590.0,-10616.0,9052.0,3235.0,6466.0,4692.0,-31.33,-89.44,-9770.0,-22722.0,-3578.0,-6882.0,-8918.0,-7695.0,-9.4739,-77.2584,-2714.41,-16109.5,1160.41,-2382.52,576.915,-1538.365,-1619.999999999999,-11633.999999999998,4101.999999999999,-270.99999999999955,-2922.0,193.00000000000028,1.1393020835082182,-27.923524262673013,-0.7543138331930329,3
8.32060389535622,10.202318117582974,2365.958198889928,2253.885465046469,3061.183526237284,5781.48227022966,3338.073274138479,4815.104753255542,11.47,-54.27,3428.0,-11964.0,8066.0,16949.0,7847.0,12693.0,-27.64,-86.8,-7464.0,-21978.0,-3100.0,-8600.0,-7851.0,-5243.0,-9.63475,-74.41755,-2756.61,-15900.67,2092.96,-119.015,247.82,774.29,-1348.0,-15999.999999999998,484.0000000000003,-4050.0,661.0000000000003,-2771.0,23.16187035247658,-64.16217415866355,2.703069909207145,3
10.277775650480413,8.567720229275444,3336.7696562836754,4033.2645745153145,3813.8064010544135,6742.294083359724,5706.634165906595,7470.928620476929,23.2,-52.3,8582.0,-7468.0,10028.0,15412.0,13846.0,16241.0,-24.74,-89.04,-10496.0,-28606.0,-6090.0,-10312.0,-9405.0,-10900.0,-2.6252,-74.61835,-691.86,-16208.26,-266.54,-596.355,993.655,334.8,-2720.0,-11254.0,2729.9999999999995,-1931.9999999999995,-2664.9999999999977,-5271.0,1.160147898483286,-16.31175810517735,-0.7961170848267622,3
