Deviazione_Standard_Pitch,Deviazione_Standard_Roll,Deviazione_Standard_AccelerometerX,Deviazione_Standard_AccelerometerY,Deviazione_Standard_AccelerometerZ,Deviazione_Standard_GyroscopeX,Deviazione_Standard_GyroscopeY,Deviazione_Standard_GyroscopeZ,Massima_Ampiezza_Pitch,Massima_Ampiezza_Roll,Massima_Ampiezza_AccelerometerX,Massima_Ampiezza_AccelerometerY,Massima_Ampiezza_AccelerometerZ,Massima_Ampiezza_GyroscopeX,Massima_Ampiezza_GyroscopeY,Massima_Ampiezza_GyroscopeZ,Minima_Ampiezza_Pitch,Minima_Ampiezza_Roll,Minima_Ampiezza_AccelerometerX,Minima_Ampiezza_AccelerometerY,Minima_Ampiezza_AccelerometerZ,Minima_Ampiezza_GyroscopeX,Minima_Ampiezza_GyroscopeY,Minima_Ampiezza_GyroscopeZ,Ampiezza_Media_Pitch,Ampiezza_Media_Roll,Ampiezza_Media_AccelerometerX,Ampiezza_Media_AccelerometerY,Ampiezza_Media_AccelerometerZ,Ampiezza_Media_GyroscopeX,Ampiezza_Media_GyroscopeY,Ampiezza_Media_GyroscopeZ,TF1,TF2,TF3,TF4,TF5,TF6,rappA/G1,rappA/G2,rappA/G3
1.4137485685493645,0.4673088758274718,408.874537649006,69.5981834222589,156.2051981196464,105.08771055431619,588.3160621168893,155.18803119160197,3.45,-86.54,996.0,-16374.0,818.0,131.0,2478.0,518.0,-2.12,-88.77,-616.0,-16744.0,166.0,-312.0,184.0,-92.0,-0.03289999999999999,-87.71805,-9.38,-16552.18,529.42,-108.765,941.4,210.96,584.0,-16581.999999999996,360.0,-34.00000000000002,305.00000000000045,248.99999999999997,0.08624097825587276,-17.582515402591884,2.5095752749336366
1.915540305844955,1.4602087334440004,552.1040336019997,81.78620001297783,129.4480742212799,145.91898178863212,351.6708779983933,254.14296569067233,0.98,-83.21,282.0,-16062.0,1106.0,244.0,1685.0,985.0,-6.02,-88.37,-1738.0,-16798.0,404.0,-262.0,473.0,-176.0,-3.3659000000000003,-85.50004999999999,-971.48,-16514.32,795.51,-60.85,1199.34,530.965,282.0,-16495.999999999996,404.00000000000006,-83.99999999999999,1375.0000000000002,281.0,15.965160230073952,-13.769506561942402,1.498234346896688
0.3155289887055829,0.4029954143909089,90.68747759732226,39.594871755654594,141.4405981819589,39.28911519574247,236.53285789573002,138.7250905704114,-4.64,-82.81,-1340.0,-16356.0,1100.0,-153.0,530.0,298.0,-6.46,-85.06,-1854.0,-16564.0,412.0,-353.0,-315.0,-194.0,-5.7155,-83.83415000000001,-1647.65,-16455.57,689.38,-266.56,238.69,17.95,-1715.9999999999993,-16406.000000000004,996.0,-260.0,503.99999999999994,242.0,6.1811599639855945,-68.94117893502032,38.40557103064067
1.1077667504338782,1.0528019935811492,319.2737636901982,57.98345284665359,101.40236336734175,83.1088816314487,398.1992368919189,163.63689050661336,-3.14,-82.87,-906.0,-16322.0,760.0,28.0,1498.0,611.0,-6.81,-86.66,-1970.0,-16632.0,212.0,-363.0,-260.0,-161.0,-5.30375,-84.45185,-1529.55,-16477.64,492.27,-194.935,564.03,201.385,-1273.999999999999,-16527.999999999996,581.9999999999999,-210.99999999999991,-260.00000000000017,-154.99999999999991,7.8464616410598405,-29.214119816321826,2.44442237505276
2.3400808897026955,5.045615633707703,683.4188861670779,921.6999151938453,2519.8048229234228,1689.4485016116917,1590.8362996428345,974.6711395395148,1.04,-67.94,296.0,-14150.0,2232.0,-108.0,5764.0,2054.0,-12.18,-88.72,-3768.0,-19408.0,-5892.0,-5284.0,-5971.0,-1528.0,-6.2886500000000005,-78.42675,-1814.27,-16197.0,-1761.81,-2253.46,-852.22,-204.67,-1746.0,-16440.000000000004,289.99999999999983,-107.99999999999913,511.00000000000006,272.99999999999994,0.8051041509500945,19.005655816573185,8.608051986124005
2.4774005540132435,1.332948957996185,720.8136416090141,143.389992151636,332.72384477885277,228.72768996293146,522.8043178367445,226.70966263186327,8.17,-65.0,2376.0,-15124.0,-4656.0,253.0,1836.0,291.0,-9.63,-73.22,-2786.0,-16366.0,-7146.0,-932.0,-1393.0,-896.0,-4.36525,-71.3828,-1265.34,-15762.44,-5121.67,-161.975,325.205,74.265,-2456.0,-15613.999999999995,-5304.0,-428.0,579.0000000000001,255.0,7.811946288007408,-48.46924247782169,-68.96478825826432
1.4454004322497414,0.5717916279809855,413.87329294491246,88.86931063004425,221.29002116529495,450.16601192388714,804.8682221645053,461.7095085945633,-1.54,-70.22,-450.0,-15508.0,-4500.0,525.0,1898.0,409.0,-7.95,-73.11,-2282.0,-16054.0,-5572.0,-1160.0,-1182.0,-1068.0,-4.78245,-71.62275,-1382.73,-15760.88,-5043.23,-273.83,90.815,-148.055,-1278.0000000000002,-15804.0,-4901.999999999999,-180.0,50.99999999999989,194.0,5.049592813059197,-173.54930352915267,34.06321974941744
1.1471495633103013,0.4034585872903086,332.2195338830445,53.49734319237933,118.99884548234346,114.63940362860235,371.22336714784393,161.6001311476407,0.55,-70.58,160.0,-15612.0,-4898.0,401.0,1254.0,218.0,-4.72,-72.72,-1372.0,-15918.0,-5514.0,-349.0,-608.0,-327.0,-2.7691999999999997,-71.53524999999999,-802.48,-15762.21,-5202.28,-168.59,148.975,-51.125,-986.0,-15707.999999999993,-5176.000000000001,401.0,1254.0000000000002,199.00000000000009,4.759950174980722,-105.80439671085753,101.7560880195599
1.018220064869335,0.5167655884120327,294.4985481702276,59.343272745109886,119.64251567811897,130.91090951924434,690.0432071535039,304.2929538847714,-0.83,-70.02,-240.0,-15574.0,-5070.0,-90.0,1838.0,841.0,-4.67,-72.19,-1354.0,-15902.0,-5610.0,-552.0,-518.0,-239.0,-2.6826,-71.3634,-776.89,-15736.29,-5253.49,-257.61,594.98,312.935,-581.9999999999999,-15731.999999999998,-5090.000000000002,-133.99999999999997,-41.00000000000007,-239.0,3.015760257753969,-26.448435241520723,-16.787799383258502
0.40489405215109875,0.2891915433475167,117.11068294695197,45.705105660277006,76.09848089134138,72.54748851926068,241.09696625150303,116.8451950145574,-2.32,-69.28,-674.0,-15502.0,-5376.0,-84.0,809.0,372.0,-4.56,-70.7,-1324.0,-15726.0,-5772.0,-374.0,-138.0,-45.0,-3.82245,-70.1371,-1107.55,-15629.41,-5546.69,-192.24,296.04,106.38,-967.9999999999999,-15620.000000000002,-5630.0,-374.0,24.000000000000018,37.00000000000001,5.761287973366625,-52.79492636130252,-52.14034592968603
