Deviazione_Standard_Pitch,Deviazione_Standard_Roll,Deviazione_Standard_AccelerometerX,Deviazione_Standard_AccelerometerY,Deviazione_Standard_AccelerometerZ,Deviazione_Standard_GyroscopeX,Deviazione_Standard_GyroscopeY,Deviazione_Standard_GyroscopeZ,Massima_Ampiezza_Pitch,Massima_Ampiezza_Roll,Massima_Ampiezza_AccelerometerX,Massima_Ampiezza_AccelerometerY,Massima_Ampiezza_AccelerometerZ,Massima_Ampiezza_GyroscopeX,Massima_Ampiezza_GyroscopeY,Massima_Ampiezza_GyroscopeZ,Minima_Ampiezza_Pitch,Minima_Ampiezza_Roll,Minima_Ampiezza_AccelerometerX,Minima_Ampiezza_AccelerometerY,Minima_Ampiezza_AccelerometerZ,Minima_Ampiezza_GyroscopeX,Minima_Ampiezza_GyroscopeY,Minima_Ampiezza_GyroscopeZ,Ampiezza_Media_Pitch,Ampiezza_Media_Roll,Ampiezza_Media_AccelerometerX,Ampiezza_Media_AccelerometerY,Ampiezza_Media_AccelerometerZ,Ampiezza_Media_GyroscopeX,Ampiezza_Media_GyroscopeY,Ampiezza_Media_GyroscopeZ,TF1,TF2,TF3,TF4,TF5,TF6,rappA/G1,rappA/G2,rappA/G3
6.3410813909009365,5.283206890967249,1915.008828062625,1424.9697786092688,2157.5317871733237,3114.6357873657876,6442.908061781016,2517.683925060399,16.15,-67.08,5322.0,-12712.0,6024.0,7037.0,20402.0,3926.0,-12.04,-89.89,-4560.0,-21448.0,-2118.0,-3893.0,770.0,-8158.0,-1.9194,-80.09864999999999,-573.05,-16383.62,1313.38,1733.75,11358.67,-1334.015,-270.00000000000006,-16754.000000000007,616.0000000000002,300.99999999999915,862.0000000000011,-216.99999999999943,-0.33052631578947367,-1.4423889416630644,-0.9845316581897505
6.171636766644403,5.07766302732817,1849.5813508649294,2115.281958491491,2455.2850012343642,3505.4933265214513,3262.1239804642005,2206.5776234742084,9.89,-68.32,3212.0,-11560.0,5942.0,7426.0,16713.0,3634.0,-17.52,-87.53,-5436.0,-24554.0,-2438.0,-8841.0,2328.0,-5425.0,-2.1421499999999996,-78.1343,-689.32,-16354.43,1992.43,-344.995,11180.02,-1813.025,-335.99999999999983,-15974.0,3859.9999999999995,-1000.0000000000015,14144.000000000002,-4255.999999999999,1.9980579428687373,-1.4628265423496558,-1.0989534065994677
6.6108501553417405,5.104095452619125,1885.1899595046345,1921.356978568917,2137.074376796418,3392.029260530705,3749.5724090392146,3080.336123667979,23.67,-60.55,4976.0,-10882.0,6632.0,6081.0,19915.0,3895.0,-17.23,-89.57,-6804.0,-27230.0,-2598.0,-9405.0,2260.0,-8794.0,-3.5806500000000003,-80.23825000000001,-1117.45,-16538.29,760.75,443.885,12551.225,-1700.28,2144.0000000000005,-17551.999999999996,-209.99999999999983,259.99999999999994,8866.999999999998,168.99999999999898,-2.5174313166698585,-1.3176634153240023,-0.4474263062554403
7.549942143610062,5.553981749734321,2249.832140941199,1314.293942478691,2654.152158089558,4120.336137919725,4250.505010229364,3836.1815455806136,16.89,-61.51,5468.0,-12732.0,7468.0,9607.0,18422.0,3790.0,-21.77,-89.11,-6704.0,-21646.0,-5406.0,-7077.0,160.0,-9805.0,-1.6174000000000004,-78.0677,-466.53,-16429.34,1545.99,1332.6,10943.835,-1857.44,-1290.0,-16858.000000000004,86.0,1433.0000000000007,10377.000000000002,-383.99999999999915,-0.35009004952724,-1.5012415665989118,-0.8323229821690068
7.739346848293528,6.201509461251345,2234.517828779998,2046.914431982758,2430.6028441582453,3269.9708214855423,4833.124323325815,4501.896345265803,21.83,-62.61,6318.0,-11186.0,6260.0,5638.0,20113.0,4107.0,-19.46,-89.31,-5072.0,-22390.0,-5252.0,-5835.0,2106.0,-11270.0,4.8041,-77.83,1447.25,-16437.96,1530.43,-199.85,12270.67,-2511.6,1612.0,-15319.999999999995,3532.0000000000005,3645.9999999999986,13002.999999999995,-8413.0,-7.241681260945709,-1.3396138923139485,-0.6093446408663801
10.523560589334151,5.953484074314432,3172.6181825522763,941.0932114104395,2396.105612537177,2242.9960562866777,6827.137632495788,4294.78148334972,23.58,-63.41,7930.0,-14314.0,6844.0,7976.0,23899.0,3094.0,-24.41,-88.47,-7154.0,-18604.0,-3248.0,-1283.0,-499.0,-11749.0,-1.4454000000000002,-77.37819999999999,-373.72,-16333.64,913.71,2341.945,13267.365,-2989.235,334.0000000000005,-16736.0,-2878.0,1100.0,18301.0,374.00000000000057,-0.15957676205034704,-1.2311140908537603,-0.3056668344910989
10.508823636885138,6.681908279171174,3131.544719728315,1997.4324316720897,2947.705567140783,2955.808061832155,5320.898932664777,3595.594942555355,19.09,-58.47,6448.0,-10600.0,6624.0,2178.0,20688.0,5584.0,-20.41,-89.62,-5998.0,-24142.0,-6664.0,-9248.0,-1415.0,-8289.0,-1.0558,-75.5082,-398.5,-16369.85,1389.5,-2686.91,10327.575,-780.345,2795.9999999999995,-15094.000000000002,5632.0,-41.99999999999942,19312.0,-7603.0,0.1483116293437443,-1.585062321019213,-1.780622673304756
6.1880212536137815,5.3235893903913585,1818.3386247537494,1709.7102117437048,2702.658447495557,4471.782589610514,4427.271713130381,4201.370802975557,14.4,-68.92,4632.0,-11826.0,5496.0,7548.0,20498.0,3043.0,-18.53,-89.34,-5490.0,-22964.0,-3118.0,-11332.0,-589.0,-9945.0,-1.3230000000000002,-79.05234999999999,-343.15,-16428.63,1174.36,322.67,11039.915,-1484.405,393.99999999999994,-16700.0,-1549.9999999999989,-1060.0000000000005,6952.000000000001,485.0000000000013,-1.0634704186940216,-1.4881120008623254,-0.7911318002836153
6.45999437570737,6.1912294676912145,1877.9321022880513,1885.0858332963176,2301.493014562591,4224.883523166243,3709.7841742475384,3472.5000250388007,7.28,-63.89,1942.0,-10450.0,7224.0,8221.0,17741.0,5384.0,-25.39,-88.58,-7214.0,-25900.0,-1970.0,-9921.0,4184.0,-8392.0,-3.1480499999999996,-79.2327,-934.79,-16399.71,1716.88,995.64,9987.06,-1761.885,-6198.0,-15834.0,1955.999999999999,3590.0,13093.999999999998,-552.9999999999997,-0.9388835322003937,-1.6420958720584435,-0.9744563351183534
9.184871622598658,6.016434934753354,2590.292390996482,2204.5532729481342,2298.292771147651,4496.946676876808,4770.340629578883,4968.8224046973255,20.73,-57.1,6250.0,-8544.0,6800.0,8407.0,20176.0,8290.0,-32.54,-89.26,-5930.0,-28154.0,-3244.0,-10612.0,-1483.0,-10828.0,-1.4781,-75.22785,-386.25,-16139.32,2775.92,831.18,10469.42,-2823.395,-15.999999999999964,-16376.0,1749.9999999999993,8316.0,10354.0,-2486.0000000000014,-0.46470078683317695,-1.541567727725127,-0.9831851370424614
